year,month,temperature,humidity,precipitation_rate
2010,1,26.545305891854746,85.466342196281,
2010,2,27.633591296682134,82.16108437285735,
2010,3,27.836842478364634,82.11954302950612,
2010,4,28.046076740338076,84.09590940482744,
2010,5,28.261213146196305,84.5216891303561,
2010,6,27.565748736041076,84.15038842248501,
2010,7,27.009270985426763,85.1893258219373,
2010,8,27.14577707528551,83.85245698925038,
2010,9,27.003087814286943,84.31020291038709,
2010,10,27.207821809406795,83.86080835510657,
2010,11,26.6341598232273,86.21537951787163,
2010,12,25.987218205054734,86.94078708514022,
2011,1,25.81651170445785,86.23056954539402,
2011,2,26.35049388840475,83.57190281616762,
2011,3,26.346919693226575,86.57447794218929,
2011,4,27.093406498694947,84.50540816606744,
2011,5,27.567548015163887,84.73136289902922,
2011,6,27.514403451475637,84.70660786677853,
2011,7,27.459974268522636,83.29525976959391,
2011,8,27.21697870850454,84.44020412611654,
2011,9,27.105420798640818,84.69406338099459,
2011,10,26.730722720306442,86.66242558935613,
2011,11,26.63985461216267,87.39702262890486,
2011,12,26.336259847360346,87.47770287560266,
2012,1,26.391837689068673,85.90216893413917,
2012,2,26.698804854454607,85.41700846290067,
2012,3,26.494887890220724,87.21505814610626,
2012,4,27.23459510344792,85.6068496814177,
2012,5,27.09568638705349,85.66038451418805,
2012,6,27.799807233995324,81.74507743093594,
2012,7,26.97760006321325,84.87752091733876,
2012,8,27.12421092188746,84.30227658301706,
2012,9,27.120746350584056,84.36805956278343,
2012,10,26.83248300507945,86.4210892777832,
2012,11,26.738665112271065,88.34118342165841,
2012,12,26.526275758095153,88.30699390985218,
2013,1,26.69037485180767,85.66901563967892,
2013,2,26.579356828684023,87.2303769295091,
2013,3,27.79988122695488,82.65346887826624,
2013,4,27.73158405325855,84.98131462551368,
2013,5,27.779653397765266,84.89295956560936,
2013,6,28.11752862549979,81.29299909821414,
2013,7,27.333815147935525,82.7463568684023,
2013,8,27.18198366085138,83.43516113876089,
2013,9,27.130391680920173,83.95412116750582,
2013,10,26.866151909908673,85.1078209708997,
2013,11,26.82359015250583,86.24549571529387,
2013,12,26.433031460221407,87.37540870889895,
2014,1,25.71376667406738,83.34058402492828,
2014,2,26.67975089645471,79.80120920888518,
2014,3,27.425932062996843,80.83755245008554,
2014,4,27.7419531660029,83.4582241980797,
2014,5,27.92619701715376,84.35199734718186,
2014,6,28.396526565032463,82.05670541778012,
2014,7,28.019874909724866,81.92940068756117,
2014,8,27.03166596242972,84.09741822866616,
2014,9,27.365403949150767,82.42319199431988,
2014,10,27.151874604034656,84.80446478058755,
2014,11,26.912454949639987,86.60368287294085,
2014,12,26.421222303759674,87.29563863453123,
2015,1,26.27145509770342,84.22845849481908,
2015,2,26.647800612330013,81.43456511339011,
2015,3,27.53792267509416,81.13418778318864,
2015,4,27.886767005052263,83.98009000744023,
2015,5,28.04665138733747,84.68824261913983,
2015,6,28.071986703534197,83.92791178584693,
2015,7,27.991050441429962,83.04411621339942,
2015,8,27.53699587455978,84.59188984670374,
2015,9,27.66547641616635,84.47313119299368,
2015,10,27.51577069330897,85.35715348296353,
2015,11,26.990006731066206,88.53729337258767,
2015,12,27.35758972588706,85.9232114984828,
2016,1,27.8173286116601,84.3085057416375,
2016,2,27.495708850724718,83.60022869004906,
2016,3,28.37849436289365,81.9853874257486,
2016,4,28.91113050950367,82.19387328527472,
2016,5,28.65004794592473,83.87139039420825,
2016,6,27.829708413271,83.9206230623773,
2016,7,27.75129723770749,83.42746383649093,
2016,8,28.15398410185498,81.98650569832355,
2016,9,27.422038306339495,83.94628017105842,
2016,10,27.43107426412813,84.62763963256684,
2016,11,26.974203897249375,87.57417333640662,
2016,12,26.91404040138437,87.02292946194234,
2017,1,27.151574074074073,86.71706790123457,
2017,2,,,
2017,3,,,
2017,4,,,
2017,5,,,
2017,6,27.27348329310472,85.02932409517673,
2017,7,27.248639138599685,85.01480060379949,
2017,8,,,
2017,9,27.16937619767068,85.48450317181036,
2017,10,27.08838475937339,86.23536025627871,
2017,11,,,
2017,12,,,
2018,1,26.53235917672547,88.0277741188869,
2018,2,26.334050923585814,83.6584465996942,
2018,3,27.162143456435977,84.71658392379699,
2018,4,27.726876597259,84.56532220841501,
2018,5,27.756439706759142,85.75187205155387,
2018,6,27.632417573406705,83.6447554799706,
2018,7,27.79951238907705,82.23179281374408,
2018,8,27.872532876898152,80.57758817328065,
2018,9,27.03533155538206,84.61965685602843,
2018,10,26.997087500572626,87.0522350521937,
2018,11,27.037623769473033,87.50244024780655,
2018,12,26.922297177505108,87.3805271204886,
2019,1,27.116902596805904,84.01079216986736,
2019,2,27.344500931624395,82.174112678012,
2019,3,27.98159608167443,80.72540937950035,
2019,4,28.304292280824086,83.22718042294187,
2019,5,28.348178235226634,84.41661049198271,
2019,6,27.95247211279957,85.43148370724434,0.10566831683168317
2019,7,27.913462320912686,82.47821652969864,0.3101162476344958
2019,8,27.92028245744629,82.08482857081069,0.35323109982418444
2019,9,27.914364341406593,82.58168544311124,0.42204423264907137
2019,10,26.99632096188762,86.41056523501386,0.304641607404899
2019,11,27.041590042669007,86.59532081148723,0.6916696061140505
2019,12,26.418361546602682,88.34593281329059,0.7670501084076127
2020,1,27.215207899690824,85.85642404212923,0.08945535005106094
2020,2,27.137007115439673,84.91160991013624,0.5779081976039844
2020,3,27.893192364156242,84.82058583791002,0.17400709219858157
2020,4,28.093001290002764,86.17075725627144,0.27177245224819074
2020,5,28.343217692657515,87.61494643002115,0.31742870500233755
2020,6,27.486447576010658,87.78063329454365,0.3197156486764568
2020,7,26.985811231559488,87.00655067379354,0.19600187705302674
2020,8,27.529630135675244,84.9642245050427,0.09637082650697701
2020,9,26.873020243914702,86.83747388106403,0.41572629414610546
2020,10,27.230490812475097,85.62246882247072,0.4339146702069881
2020,11,26.529936058407095,88.54604155902913,0.4386380674718867
2020,12,26.579331366153177,88.05768932796852,0.41229593650041463
2021,1,25.775811724002416,88.99469318222978,0.9326288938239001
2021,2,26.843299681846258,82.24741883220767,0.04403020986499131
2021,3,27.176477437223884,85.10575674953645,0.30798745233116004
2021,4,27.521348777113666,84.74816855421905,0.25952131502890174
2021,5,28.0357691467505,85.1176923628785,0.25975862068965516
2021,6,27.63380132691588,84.02743384886175,0.3300092216894135
2021,7,27.719434712168248,83.1320492711307,0.21828995840760548
2021,8,27.080293557762463,85.43786396576948,0.16951494126955147
2021,9,27.205552535252217,85.1711239888346,0.2746147499365321
2021,10,27.627782226329042,84.86303277352224,0.2000909359315028
2021,11,26.886451802203805,88.13662791814001,0.41442887997531624
2021,12,26.892338751727472,87.13328627561863,0.5043853626943006
2022,1,26.736151114083064,85.59893516209118,0.5963794241944004
2022,2,26.69902741889306,86.74552001073906,0.27819877431388224
2022,3,27.459603005847168,86.2632010605858,0.21298735075067976
2022,4,27.445537463523475,87.03419842192457,0.462981879074218
2022,5,28.246826636174255,85.05934203258222,0.2483083338159495
2022,6,27.336726165827592,86.68109821562896,0.29149725880647803
2022,7,27.796790772982284,84.58299448296751,0.22855134335154828
2022,8,27.3436495934734,85.91974898712779,0.30573532744164966
2022,9,27.16203522316556,85.86311768402342,0.2502128573181205
2022,10,26.920219728828386,87.71144491371697,0.7569586747096426
2022,11,26.79880491573824,88.64390539732139,0.49251580413586193
2022,12,26.28077474741442,88.53870857358409,0.7194086577104145
2023,1,26.214965885650976,87.85008050694341,0.42332428875382316
2023,2,26.52015829127172,86.74553189312888,0.4067413722038512
2023,3,26.76020549224379,86.27553531621905,0.4063490411462505
2023,4,27.667879872335284,85.5167814550775,0.2805821416660837
2023,5,28.25704333204551,84.78708633767107,0.35229520791799046
2023,6,27.81406647238141,85.43757670355433,0.33970963070499055
2023,7,27.71601995120878,85.74756590934909,0.27093523380283474
2023,8,27.476765194535556,86.23323100333579,0.35772569085676537
